Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Szechuan-Style Plant Based Stir-Fry,6936,,,"2 Imperial Fresh chili peppers, julienned",5160240,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,"2 medium carrots, julienned",,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,½ cup Shaoxing wine,,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,¼ cup low sodium tamari,3270676,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,1 Tbsp. Sysco Classic granulated sugar,"1801141, 2926727, 4782694, 5087572",Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,1 tsp. cracked Szechuan peppercorn,,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,1½ tsp. Sysco Imperial red pepper flakes,,Chinese
Szechuan-Style Plant Based Stir-Fry,6936,,,Steamed Asian-style noodles,,Chinese
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Chipotle Cream Sauce,,1 cup Pica y Salpica Mexican crema,4434811,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Chipotle Cream Sauce,,¼ cup chipotle peppers in adobo sauce,"5757091, 2078388, 1836790, 5540620, 3815610",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Chipotle Cream Sauce,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,"3 Imperial Fresh green onions, chopped","7350788, 8678120, 6728232",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,3 cups finely chopped Imperial Fresh green cabbage,"1908367, 1675701, 2308153",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,1 cup shredded carrots,,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,¼ cup Sysco Classic white vinegar,4113072,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,2 tsp. agave nectar,,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,1 tsp. cumin seeds,,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,1 tsp. Sysco Imperial McCormick dry oregano,"5264312, 5229158",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Salvadoran Slaw,,½ tsp. Sysco Imperial red pepper flakes,1630961,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Spicy Fry Seasoning,,1 Tbsp. Tajin® seasoning,,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Spicy Fry Seasoning,,1 tsp. Sysco Imperial ground cumin,5228713,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Spicy Fry Seasoning,,½ tsp. Sysco Imperial ground cayenne pepper,"5229398, 5229406",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,Spicy Fry Seasoning,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,For Serving,,4 cups Portico Classic Quinoa Crusted Shrimp,7084419,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,For Serving,,4 cups Simplot Junior Cut SIDEWINDERS Fries,7105268,American
Spicy Quinoa-Crusted Shrimp and Fry Basket with Chipotle Cream Sauce,6952,For Serving,,Chopped Imperial Fresh cilantro and lime wedges for garnish,,American
Spicy Artichoke-Harissa Wings,6920,Artichoke-Harissa Sauce,,¼ cup Sysco Classic walnut halves,"4463600, 4645388, 4645404, 7094885","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,Artichoke-Harissa Sauce,,"4 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,3 cups Arrezzio Imperial chopped roasted red peppers,"5913454, 5229448, 9806423","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,¼ cup Wholesome Farms Classic heavy cream,"4828802, 6935464","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,3 Tbsp. Sysco Natural fresh lemon juice,"3865649, 3944574, 4063095","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,3 Tbsp. harissa paste,"4378297, 4224368, 4276121","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,1 tsp. Imperial Fresh lemon zest,"0376402, 2252005, 2252013, 2252021, 2252039, 2252138, 2252120","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,1 tsp. Sysco Imperial red pepper flakes plus additional for serving,"5913454, 5229448, 9806423","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,¼ tsp. Sysco Imperial McCormick fresh ground white pepper,,"American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,½ cup quartered Arrezzio artichoke hearts,,¼ cup Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029","American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,For Serving,,20 Tyson® Boneless Thigh Wings,7105253,"American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,For Serving,,¼ cup parmesan cheese,,"American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,For Serving,,"2 Tbsp. chopped Imperial Fresh herbs such as basil, Italian parsley, marjoram, and/or oregano",2004513,"American, Mediterranean"
Spicy Artichoke-Harissa Wings,6920,For Serving,,Imperial Fresh lemon wedges for garnish,"2252005, 2252013, 2252021, 2252039","American, Mediterranean"
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Avocado Crème Fraîche,,"1 Imperial Fresh avocado, peeled, pitted, and sliced","1185511, 6686679, 7410590",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Avocado Crème Fraîche,,½ cup crème fraîche,,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Avocado Crème Fraîche,,1 Tbsp. Sysco Natural fresh lime juice,"3865730, 8768871",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Avocado Crème Fraîche,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,4 large Imperial Fresh red radishes,"8397747, 9830407, 6894232, 7441157",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 large Imperial Fresh fennel bulb,,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,"3 Imperial Fresh cloves garlic, smashed","1821537, 7127443, 8853954",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 cup Sysco Classic white wine vinegar,4113072,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,3 Tbsp. Sysco Classic granulated sugar,"1801141, 2926727, 4782694, 5087572",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 tsp. Aleppo pepper flakes,9500208,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 tsp. black peppercorns,5517073,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,Shaved Pickled Fennel & Radishes,,1 tsp. yellow mustard seeds,,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,2 Tbsp. Sysco Classic distilled white vinegar,"4113049, 4179768, 5321468",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,4 Wholesome Farms Imperial large eggs,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,8 slices Sysco Simply Plant Based Sprouted Grain Bread (Wheatberry),,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,12 oz. Portico Classic hot smoked salmon,3353208,American
Smoked Salmon & Poached Egg Breakfast Sandwich,6894,For Serving,,"Imperial Fresh baby arugula and/or fennel fronds, for garnish",5142072,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,"1 cup Imperial Fresh green and/or red cabbage, finely chopped","1908367, 1675701, 2308153",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,"1 cup Imperial Fresh green, orange, red, and/or yellow bell pepper, finely chopped","6902340, 1079250",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,½ cup finely chopped Imperial Fresh Spanish onion and/or red onion,"1039494, 1094663, 1623610, 3341104, 5098905, 8313967, 8399925, 8877748, 1705995",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,2 Tbsp. finely chopped Imperial Fresh jalapeño peppers,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,2½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,2 Tbsp. Sysco Classic apple cider vinegar,4069373,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,2 Tbsp. Sysco Classic granulated sugar,2926727,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,¼ tsp. Sysco Imperial McCormick celery seeds,5228499,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,¼ tsp. mustard seeds,884536,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,Confetti Chow-Chow Relish,,¼ tsp. red pepper flakes,,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,For Serving,,12 brioche bun (2 oz. each),,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,For Serving,,12 Sysco Imperial Pimento Cheese Bites,7104329,American
Smoked Ham & Pimento Cheese Bite Sliders,6931,For Serving,,8 oz. Block & Barrel thinly sliced smoked ham,"1962976, 1963289",American
Smoked Ham & Pimento Cheese Bite Sliders,6931,For Serving,,3 cups Sysco Classic spicy brown mustard,4713802,American
Southern Belle Bloody Mary Mocktail,6927,Deviled Eggs,,"2 hard-cooked Wholesome Farms Imperial eggs, halved lengthwise","5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",American
Southern Belle Bloody Mary Mocktail,6927,Deviled Eggs,,1 Tbsp. Sysco Imperial mayonnaise,"4002416, 4002390, 4116364",American
Southern Belle Bloody Mary Mocktail,6927,Deviled Eggs,,2 tsp. Sysco Classic spicy brown mustard,4713802,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,Ice,,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,40 oz. bloody Mary mix,,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,2 oz. pickle brine,,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,2 tsp. Sysco Classic prepared horseradish,9869330,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,4 dashes celery or Angostura bitters,,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,2 Tbsp. Sysco Imperial McCormick celery salt,5228465,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,4 Imperial Fresh lemon wedges,"2252005, 2252013, 2252021, 2252039",American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,12 Sysco Imperial Pimento Cheese Bites,7104329,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,4 (6-inch) wooden skewers,2102038,American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,4 Block & Barrel bread and butter pickle slices,"0169336, 4397657, 7751605",American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,"4 slices Sysco Classic thick-cut bacon, cooked","5857679, 2356323",American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,"2 Imperial Fresh jalapeño peppers, each cut crosswise into 4 pieces","1185156, 1350276, 6832216, 6908206, 6908206, 9767179",American
Southern Belle Bloody Mary Mocktail,6927,For Serving,,¼ tsp. Sysco Imperial cayenne pepper,"5229398, 5229406",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,½ cup Sysco Imperial mayonnaise,"4002416, 4002390, 4116364",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,2 Tbsp. Sysco Classic apple cider vinegar,4069373,American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,1 Tbsp. Sysco Classic granulated sugar,2926727,American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,¼ tsp. Sysco Imperial ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,2 cups shredded Imperial Fresh green cabbage,"1908367, 1675701, 2308153",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,½ cup shredded Imperial Fresh carrots,76992,American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,½ cup shredded Imperial Fresh red cabbage,"1675719, 1908375",American
Pimento Cheese BBQ Chicken Bites,6925,Classic Coleslaw,,¼ cup finely chopped Imperial Fresh white onion,"1094697, 8399842, 8878589, 1938943, 1303627",American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,1½ cups cooked shredded chicken,"5231238, 7203474",American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,1 cup BBQ Sauce,,American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,24 Sysco Imperial Pimento Cheese Bites,7104329,American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,"6 slices Block & Barrel thick-cut white bread, quartered","0842971, 2473415",American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,24 Block & Barrel bread and butter pickle slices,"0169336, 4397657, 7751605",American
Pimento Cheese BBQ Chicken Bites,6925,For Serving,,12 (4-inch) wooden skewers,2102038,American
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,¼ cup sherry vinegar,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,2 Tbsp. Sysco Classic granulated sugar,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,1 Tbsp. Arrezzio Imperial extra virgin olive oil,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,1 tsp. za’atar plus additional for serving,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,½ tsp. Sysco Classic kosher salt,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,Za’atar Pickled Carrots,,1 cup Imperial Fresh julienne or matchstick-cut carrots,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,For Serving,,4 merguez sausages,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,For Serving,,4 brat buns,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,For Serving,,1½ cups Block & Barrel Imperial Spreadable Feta (Rosemary & Basil),,"American, Mediterranean"
Moroccan Merguez Sausage,6899,For Serving,,4 Tbsp. harissa paste,,"American, Mediterranean"
Moroccan Merguez Sausage,6899,For Serving,,¼ cup Imperial Fresh Italian parsley leaves,,"American, Mediterranean"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,Lemon-Parmesan Butter,,3 cups Arrezzio Imperial shredded Parmesan cheese plus additional for serving,"0873301, 2433415, 4066621, 4066682, 4067033, 4656561, 6160154, 4188753","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,Lemon-Parmesan Butter,,"3 cups Wholesome Farms Imperial unsalted butter, softened","5093382, 1295155, 1295213, 3029534","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,Lemon-Parmesan Butter,,1 Tbsp. Imperial Fresh lemon zest,"0376402, 2252005, 2252013, 2252021, 2252039, 2252138, 2252120","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,Lemon-Parmesan Butter,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,Lemon-Parmesan Butter,,½ tsp. Sysco Imperial fresh ground black pepper plus additional for serving,"5229273, 5229281, 5229356, 5229331","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,For Serving,,20 Arrezzio Imperial Luxe Ravioli (Burrata Cheese),"7105963, 7105991, 7106002","American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,For Serving,,1⅓ cups shelled Imperial Fresh English peas,,"American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,For Serving,,4 oz. smoked speck,,"American, Italian"
Burrata Cheese Ravioli with Smoked Speck & Peas,6901,For Serving,,Imperial Fresh watercress for garnish,"1881428, 2377273, 3691518, 4702011, 5567052, 7298344, 7738432, 5750815, 5292550, 5078563, 3696663, 1254077, 1008739","American, Italian"
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Citrus-Ginger Glaze,,¾ cup orange marmalade,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Citrus-Ginger Glaze,,3 Tbsp. Sysco Natural fresh orange juice,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Citrus-Ginger Glaze,,2 Tbsp. Sysco Natural fresh lemon juice,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Citrus-Ginger Glaze,,1 tsp. grated Imperial Fresh ginger,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Toasted Coconut-Macadamia Crunch,,½ cup chopped Sysco Imperial macadamia nuts,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Toasted Coconut-Macadamia Crunch,,½ cup Baker’s Source Classic coconut flakes,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Toasted Coconut-Macadamia Crunch,,¼ cup Sysco Classic brown sugar,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,Toasted Coconut-Macadamia Crunch,,"¼ cup Wholesome Farms Imperial unsalted butter, softened",,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,For Serving,,1 Sysco Imperial Lemon Poppy Seed Bread Cheesecake,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,For Serving,,⅓ cup Imperial Fresh candied ginger,,American
Lemon Poppy Seed Bread Cheesecake with Toasted Coconut-Macadamia Crunch,6929,For Serving,,Imperial Fresh mandarin orange segments,,American
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,Pistachio Mascarpone,,1 cup Sysco Classic dry roasted lightly salted pistachios,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,Pistachio Mascarpone,,2 Tbsp. Arrezzio Imperial olive oil,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,Pistachio Mascarpone,,1 Tbsp. Sysco Classic honey,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,8 oz. Arrezzio Imperial mascarpone cheese,,¼ cup Sysco Classic powdered sugar,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,8 oz. Arrezzio Imperial mascarpone cheese,,1 tsp. pistachio and/or Sysco Imperial McCormick vanilla extract,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,For Serving,,"4 Sysco Simply Plant Based Vegan Cornettos (Elderberry & Raspberry), baked",,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,For Serving,,2 Tbsp. Sysco Classic powdered sugar,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,For Serving,,Sysco Classic finely chopped pistachios,,"American, Italian"
Elderberry & Raspberry Cornetto with Pistachio Mascarpone,6905,For Serving,,"Imperial Fresh raspberries, halved",,"American, Italian"
Creamy Vegan Pomodoro Rigatoni,6934,Pasta,,1 lb. Pasta LaBella rigatoni,4787263,Italian
Creamy Vegan Pomodoro Rigatoni,6934,Pasta,,1 Tbsp. Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,1 Tbsp. Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,"2 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,"2 Imperial Fresh shallots, minced","1821529, 2415859",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,½ tsp. sea salt,410435,Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,¼ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,"3½ cups Sysco Imperial canned diced tomatoes, undrained","5198767, 6017370, 9398900, 4724908, 5084777",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,⅛ tsp. Baker’s Source cane sugar,4782694,Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,½ cup raw cashews,"2391670, 2391704, 5691191",Italian
Creamy Vegan Pomodoro Rigatoni,6934,Vegan Pomodoro Sauce,,1 Tbsp. Sysco Imperial tomato paste,"5096433, 4030219, 8553109",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,¼ cup Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,4 cups Sysco Simply Plant Based Protein (Pulled Oats),7103439,Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,"4 Imperial Fresh garlic cloves, thinly sliced","1821537, 7127443, 8853954",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,2 cups diced Imperial Fresh zucchini,"6686828, 1268960",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,"4 cups Imperial Fresh escarole, curly kale, and/or other hearty greens","1894387, 2422863, 1908409, 8551640",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,2 cups Imperial Fresh cherry tomatoes,"5198767, 6017370, 9398900, 4724908, 5084777",Italian
Creamy Vegan Pomodoro Rigatoni,6934,For Serving,,½ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",Italian
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,"4 Sysco Simply Plant Based Vegan Cornettos (Savory), baked, cooled, and split",5437803,American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,4 slices Block & Barrel Imperial white Cheddar cheese,"2818744, 2819056, 2822312, 2825010, 3812971, 9418641, 9418658, 2819672, 2824938, 2825087",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,2 Tbsp. olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,4 large eggs,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,1 tsp. kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,½ tsp. fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,"2 medium avocados, peeled, pitted, and sliced","1185511, 6686679, 7410590",American
Cornetto Breakfast Sandwich with Iced Horchata Latte,6904,,,4 slices heirloom tomato,,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,1 cup chickpeas,"4062337, 4078002",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,"2 cups Arrezzio Imperial artichoke hearts, drained and rinsed",,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,⅔ cup finely chopped Imperial Fresh celery,"1675776, 1121169, 1121151",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,"1 cup Imperial Fresh red grapes, halved",2463164,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ cup Sysco Supreme dried cranberries,8256893,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ cup finely chopped Imperial Fresh red onion,"8313967, 1039494, 1094663, 5098905, 8399925",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ cup vegan mayonnaise,"7048436, 9911903",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ cup Sysco Classic walnut pieces,"4463600, 4645388, 4645404, 7094885",American
